File,Line,Sentiment,SentimentScore.Mixed,SentimentScore.Negative,SentimentScore.Neutral,SentimentScore.Positive
final_cleaned_google_news_final.csv,2,NEUTRAL,4.079601239936892e-06,0.02554393745958805,0.9653922319412231,0.009059753268957138
final_cleaned_google_news_final.csv,4,NEUTRAL,8.190345397451892e-06,0.040790852159261703,0.937761127948761,0.02143983729183674
final_cleaned_google_news_final.csv,5,NEUTRAL,3.167533577652648e-06,0.016941003501415253,0.9799470901489258,0.0031087533570826054
final_cleaned_google_news_final.csv,6,NEUTRAL,5.969257017568452e-06,0.08911120891571045,0.9056525826454163,0.0052303047850728035
final_cleaned_google_news_final.csv,7,NEUTRAL,4.477230049815262e-06,0.03060702607035637,0.9633992314338684,0.005989262368530035
final_cleaned_google_news_final.csv,15,NEUTRAL,4.092977633263217e-06,0.04457898065447807,0.9493857026100159,0.00603123614564538
final_cleaned_google_news_final.csv,16,NEUTRAL,3.827872205874883e-06,0.029722079634666443,0.9663686156272888,0.003905481891706586
final_cleaned_google_news_final.csv,17,NEUTRAL,7.84723033575574e-06,0.050567448139190674,0.9267773032188416,0.022647405043244362
final_cleaned_google_news_final.csv,18,NEUTRAL,5.062482614448527e-06,0.028772836551070213,0.9647749066352844,0.006447157356888056
final_cleaned_google_news_final.csv,19,NEUTRAL,4.793307198269758e-06,0.044693607836961746,0.9463757872581482,0.008925819769501686
final_cleaned_google_news_final.csv,21,NEUTRAL,3.69299300473358e-06,0.022556137293577194,0.9746296405792236,0.002810488920658827
final_cleaned_google_news_final.csv,24,NEUTRAL,6.477160695794737e-06,0.03369220718741417,0.9458515644073486,0.02044982649385929
final_cleaned_google_news_final.csv,26,NEUTRAL,9.378153663419653e-06,0.08968603610992432,0.8868247270584106,0.02347986027598381
final_cleaned_google_news_final.csv,28,NEUTRAL,9.438032066100277e-06,0.17393839359283447,0.8188578486442566,0.007194282487034798
final_cleaned_google_news_final.csv,30,NEUTRAL,7.84723033575574e-06,0.050567448139190674,0.9267773032188416,0.022647405043244362
final_cleaned_google_news_final.csv,31,NEUTRAL,6.278322871366981e-06,0.027308009564876556,0.951361894607544,0.021323807537555695
final_cleaned_google_news_final.csv,32,NEUTRAL,6.796417437726632e-06,0.06634798645973206,0.9220954775810242,0.011549696326255798
final_cleaned_google_news_final.csv,36,NEUTRAL,4.909519248030847e-06,0.016195060685276985,0.9652062058448792,0.01859384775161743
final_cleaned_google_news_final.csv,43,NEUTRAL,5.034211426391266e-06,0.04909025877714157,0.9426711201667786,0.008233528584241867
final_cleaned_google_news_final.csv,44,NEUTRAL,8.281397640530486e-06,0.2947966456413269,0.6967218518257141,0.008473202586174011
final_cleaned_google_news_final.csv,45,NEUTRAL,7.325736987695564e-06,0.021924877539277077,0.9664936065673828,0.011574099771678448
final_cleaned_google_news_final.csv,48,NEUTRAL,4.4518733375298325e-06,0.027128882706165314,0.9588058590888977,0.014060761779546738
final_cleaned_google_news_final.csv,53,NEUTRAL,3.2756711334513966e-06,0.008049153722822666,0.9863059520721436,0.005641578696668148
final_cleaned_google_news_final.csv,56,NEUTRAL,6.747803126927465e-06,0.05797221511602402,0.9270487427711487,0.014972355216741562
final_cleaned_google_news_final.csv,57,NEUTRAL,5.234914624452358e-06,0.131864994764328,0.8658852577209473,0.0022445081267505884
final_cleaned_google_news_final.csv,60,NEUTRAL,1.3766524716629647e-05,0.05331278219819069,0.9094420671463013,0.037231430411338806
final_cleaned_google_news_final.csv,62,NEUTRAL,3.576181370590348e-06,0.014202965423464775,0.9791060090065002,0.006687453016638756
final_cleaned_google_news_final.csv,63,NEUTRAL,3.8065174976509297e-06,0.020409613847732544,0.9712542295455933,0.008332340978085995
final_cleaned_google_news_final.csv,65,NEUTRAL,8.470161446894053e-06,0.08047334849834442,0.9076630473136902,0.01185518316924572
final_cleaned_google_news_final.csv,70,NEUTRAL,2.6439377052156487e-06,0.020174620673060417,0.9773619771003723,0.0024607726372778416
final_cleaned_google_news_final.csv,71,NEUTRAL,3.2756711334513966e-06,0.008049153722822666,0.9863059520721436,0.005641578696668148
final_cleaned_google_news_final.csv,73,NEUTRAL,7.824849490134511e-06,0.08424415439367294,0.904789924621582,0.010957985185086727
final_cleaned_google_news_final.csv,1,NEUTRAL,7.004429335211171e-06,0.29360318183898926,0.7023711800575256,0.004018614999949932
final_cleaned_google_news_final.csv,9,NEUTRAL,4.0799632188281976e-06,0.04292383790016174,0.953732967376709,0.003339051501825452
final_cleaned_google_news_final.csv,12,NEUTRAL,4.750424977828516e-06,0.04269744083285332,0.9527773261070251,0.0045204441994428635
final_cleaned_google_news_final.csv,22,NEUTRAL,8.702369086677209e-06,0.08204127103090286,0.8961884379386902,0.02176162600517273
final_cleaned_google_news_final.csv,23,NEUTRAL,1.1109249498986173e-05,0.17734295129776,0.8044714331626892,0.018174462020397186
final_cleaned_google_news_final.csv,27,NEUTRAL,1.2380813132040203e-05,0.4144149422645569,0.5743182301521301,0.011254447512328625
final_cleaned_google_news_final.csv,33,NEUTRAL,7.73908232076792e-06,0.16836676001548767,0.8222643136978149,0.009361233562231064
final_cleaned_google_news_final.csv,34,NEUTRAL,4.7541784624627326e-06,0.02645937167108059,0.9656140804290771,0.007921795360744
final_cleaned_google_news_final.csv,35,NEUTRAL,8.599670763942413e-06,0.09142803400754929,0.8946393132209778,0.01392404269427061
final_cleaned_google_news_final.csv,37,NEUTRAL,7.84965686762007e-06,0.03694496676325798,0.9473069906234741,0.015740159898996353
final_cleaned_google_news_final.csv,39,NEUTRAL,8.24976359581342e-06,0.3813849687576294,0.6147980093955994,0.0038087074644863605
final_cleaned_google_news_final.csv,40,NEUTRAL,4.476310277823359e-05,0.07545372098684311,0.8240343332290649,0.10046710819005966
final_cleaned_google_news_final.csv,46,NEGATIVE,8.279100256913807e-06,0.5654814839363098,0.4320993721485138,0.0024108379147946835
final_cleaned_google_news_final.csv,49,NEUTRAL,9.787151611817535e-06,0.06207849830389023,0.9050277471542358,0.0328839085996151
final_cleaned_google_news_final.csv,51,NEUTRAL,1.1667789294733666e-05,0.2297181487083435,0.747576892375946,0.02269330620765686
final_cleaned_google_news_final.csv,52,NEUTRAL,9.90198168437928e-06,0.09481914341449738,0.8799899220466614,0.025181014090776443
final_cleaned_google_news_final.csv,55,NEUTRAL,5.268212589726318e-06,0.043221451342105865,0.9465377926826477,0.010235454887151718
final_cleaned_google_news_final.csv,58,NEUTRAL,9.464957656746265e-06,0.1888972520828247,0.7941792607307434,0.016914013773202896
final_cleaned_google_news_final.csv,64,NEUTRAL,9.436394066142384e-06,0.17359088361263275,0.8150977492332458,0.011301885358989239
final_cleaned_google_news_final.csv,66,NEUTRAL,5.179560048418352e-06,0.03082512505352497,0.9619825482368469,0.007187196519225836
final_cleaned_google_news_final.csv,68,NEUTRAL,5.861454610567307e-06,0.08732204139232635,0.905350387096405,0.007321741431951523
final_cleaned_google_news_final.csv,72,NEUTRAL,1.580675416334998e-05,0.09882624447345734,0.8617591857910156,0.03939874842762947
final_cleaned_google_news_final.csv,78,NEUTRAL,1.4246001228457317e-05,0.33886441588401794,0.6425676345825195,0.01855372078716755
final_cleaned_google_news_final.csv,79,NEUTRAL,9.132454579230398e-06,0.10706711560487747,0.8617191314697266,0.031204622238874435
final_cleaned_google_news_final.csv,82,NEUTRAL,1.5502253518207e-05,0.10771062970161438,0.8593023419380188,0.03297160938382149
final_cleaned_google_news_final.csv,83,NEUTRAL,1.1176091902598273e-05,0.2181786149740219,0.772236704826355,0.009573505260050297
final_cleaned_google_news_final.csv,86,NEUTRAL,4.116092895856127e-06,0.0334659144282341,0.9622794985771179,0.004250432830303907
final_cleaned_google_news_final.csv,87,NEUTRAL,5.322382094163913e-06,0.05118921399116516,0.9417420625686646,0.007063412107527256
final_cleaned_google_news_final.csv,89,NEUTRAL,4.18781564803794e-06,0.03150637820363045,0.9602518081665039,0.008237633854150772
final_cleaned_google_news_final.csv,94,NEUTRAL,1.8434335288475268e-05,0.06708668172359467,0.8796493411064148,0.053245529532432556
final_cleaned_google_news_final.csv,99,NEUTRAL,1.059679652826162e-05,0.109645776450634,0.8662396669387817,0.02410394325852394
final_cleaned_google_news_final.csv,104,NEUTRAL,3.9502781874034554e-05,0.3666103482246399,0.6023926734924316,0.030957479029893875
final_cleaned_google_news_final.csv,3,NEUTRAL,9.09938353288453e-06,0.2927020490169525,0.693571925163269,0.013717000372707844
final_cleaned_google_news_final.csv,8,NEUTRAL,2.2224465283215977e-05,0.21584297716617584,0.7456346750259399,0.038500119000673294
final_cleaned_google_news_final.csv,10,NEUTRAL,4.240015186951496e-05,0.3162195682525635,0.6260692477226257,0.05766883119940758
final_cleaned_google_news_final.csv,11,NEUTRAL,1.29608497445588e-05,0.15637896955013275,0.8252277970314026,0.01838024891912937
final_cleaned_google_news_final.csv,13,NEUTRAL,9.754814527695999e-05,0.35545048117637634,0.5934768915176392,0.0509750172495842
final_cleaned_google_news_final.csv,25,NEUTRAL,1.0819157978403382e-05,0.10596800595521927,0.8660517334938049,0.02796940505504608
final_cleaned_google_news_final.csv,42,NEGATIVE,2.055424192803912e-05,0.5001357197761536,0.47222697734832764,0.02761678397655487
final_cleaned_google_news_final.csv,77,NEUTRAL,1.1209055628569331e-05,0.17380362749099731,0.815839946269989,0.01034522708505392
final_cleaned_google_news_final.csv,81,NEUTRAL,8.842407623887993e-06,0.07530420273542404,0.9138419032096863,0.010845026932656765
final_cleaned_google_news_final.csv,91,NEUTRAL,1.2030584002786782e-05,0.20592942833900452,0.77447509765625,0.019583411514759064
final_cleaned_google_news_final.csv,101,NEUTRAL,2.0195320757920854e-05,0.28354981541633606,0.6846743822097778,0.03175564110279083
final_cleaned_google_news_final.csv,102,NEUTRAL,1.0922408364422154e-05,0.3995245695114136,0.5903365612030029,0.010128012858331203
final_cleaned_google_news_final.csv,105,NEUTRAL,3.4235595194331836e-06,0.01823393628001213,0.9785763621330261,0.003186347894370556
final_cleaned_google_news_final.csv,107,NEUTRAL,1.4264749552239664e-05,0.16733576357364655,0.806047260761261,0.02660279907286167
final_cleaned_google_news_final.csv,108,NEUTRAL,9.023085112858098e-06,0.13071002066135406,0.8541505932807922,0.015130343846976757
final_cleaned_google_news_final.csv,110,NEUTRAL,1.4528344763675705e-05,0.12570074200630188,0.8419214487075806,0.03236324340105057
final_cleaned_google_news_final.csv,113,NEUTRAL,1.7842898159869947e-05,0.1476493775844574,0.8022948503494263,0.0500379279255867
final_cleaned_google_news_final.csv,116,NEUTRAL,8.172557500074618e-06,0.07177165150642395,0.900748074054718,0.027472153306007385
final_cleaned_google_news_final.csv,118,NEUTRAL,1.0538941751292441e-05,0.23650239408016205,0.7510930299758911,0.012394010089337826
final_cleaned_google_news_final.csv,124,NEUTRAL,2.428850893920753e-05,0.12135177850723267,0.8216744661331177,0.056949470192193985
final_cleaned_google_news_final.csv,127,NEUTRAL,1.6765827240305953e-05,0.12426905333995819,0.8377304673194885,0.03798368200659752
final_cleaned_google_news_final.csv,129,NEUTRAL,7.810948773112614e-06,0.095857173204422,0.8884289860725403,0.015705963596701622
final_cleaned_google_news_final.csv,131,NEUTRAL,7.810948773112614e-06,0.095857173204422,0.8884289860725403,0.015705963596701622
final_cleaned_google_news_final.csv,133,NEUTRAL,1.2377322491374798e-05,0.26190099120140076,0.7194559574127197,0.01863075979053974
final_cleaned_google_news_final.csv,141,NEUTRAL,7.144491519284202e-06,0.1059134230017662,0.8824917078018188,0.011587651446461678
final_cleaned_google_news_final.csv,145,NEUTRAL,2.4738603315199725e-05,0.12857021391391754,0.7898556590080261,0.08154937624931335
final_cleaned_google_news_final.csv,149,NEUTRAL,7.482170531147858e-06,0.04842753708362579,0.9403492212295532,0.011215697973966599
final_cleaned_google_news_final.csv,150,NEUTRAL,8.907741175789852e-06,0.2270149439573288,0.7664047479629517,0.006571440026164055
final_cleaned_google_news_final.csv,151,NEUTRAL,8.907741175789852e-06,0.2270149439573288,0.7664047479629517,0.006571440026164055
final_cleaned_google_news_final.csv,155,NEUTRAL,7.4480835792201106e-06,0.10457418859004974,0.8836948871612549,0.011723432689905167
final_cleaned_google_news_final.csv,159,NEGATIVE,1.3446067896438763e-05,0.5678157806396484,0.4225366711616516,0.009634188376367092
final_cleaned_google_news_final.csv,161,NEUTRAL,1.127507221099222e-05,0.0693453699350357,0.9063271880149841,0.024316271767020226
final_cleaned_google_news_final.csv,74,NEUTRAL,8.454136150248814e-06,0.1753634661436081,0.8161217570304871,0.008506284095346928
final_cleaned_google_news_final.csv,76,NEUTRAL,3.892312179232249e-06,0.03360212594270706,0.9598448276519775,0.0065491036511957645
final_cleaned_google_news_final.csv,80,NEUTRAL,3.5326720535522327e-06,0.024201679974794388,0.9701388478279114,0.005655896384268999
final_cleaned_google_news_final.csv,84,NEUTRAL,2.742592414506362e-06,0.008389691822230816,0.9896562099456787,0.0019513929728418589
final_cleaned_google_news_final.csv,85,NEUTRAL,4.509295649768319e-06,0.0324338898062706,0.9601752758026123,0.007386346347630024
final_cleaned_google_news_final.csv,88,NEUTRAL,4.193893801129889e-06,0.04412803053855896,0.9496482014656067,0.006219581700861454
final_cleaned_google_news_final.csv,90,NEUTRAL,1.1787617040681653e-05,0.06773893535137177,0.8988049030303955,0.0334443561732769
final_cleaned_google_news_final.csv,92,NEUTRAL,4.052277290611528e-06,0.039110612124204636,0.9525098204612732,0.008375461213290691
final_cleaned_google_news_final.csv,95,NEUTRAL,4.621207608579425e-06,0.03652919828891754,0.9514809250831604,0.011985233053565025
final_cleaned_google_news_final.csv,96,NEUTRAL,7.793939403200056e-06,0.35185620188713074,0.6421661376953125,0.0059698293916881084
final_cleaned_google_news_final.csv,97,NEUTRAL,3.3058902317861794e-06,0.015638820827007294,0.979394257068634,0.0049636526964604855
final_cleaned_google_news_final.csv,98,NEUTRAL,4.648144567909185e-06,0.040355268865823746,0.9502335786819458,0.009406532160937786
final_cleaned_google_news_final.csv,100,NEUTRAL,7.176237886596937e-06,0.47262030839920044,0.5244566202163696,0.002915874356403947
final_cleaned_google_news_final.csv,103,NEUTRAL,3.366194505360909e-06,0.030406298115849495,0.9657905101776123,0.003799902508035302
final_cleaned_google_news_final.csv,112,NEUTRAL,4.290655851946212e-06,0.021200066432356834,0.9734525084495544,0.005343202967196703
final_cleaned_google_news_final.csv,114,NEUTRAL,5.60043645236874e-06,0.16171309351921082,0.8338831663131714,0.004398101940751076
final_cleaned_google_news_final.csv,115,NEUTRAL,6.524298896692926e-06,0.17499694228172302,0.8193562626838684,0.005640250630676746
final_cleaned_google_news_final.csv,117,NEUTRAL,7.779802217555698e-06,0.11858958005905151,0.8684707283973694,0.012931989505887032
final_cleaned_google_news_final.csv,126,NEUTRAL,6.024460617481964e-06,0.152176171541214,0.8427104949951172,0.005107291974127293
final_cleaned_google_news_final.csv,136,NEUTRAL,4.650537448469549e-06,0.07477439939975739,0.9206463098526001,0.0045746187679469585
final_cleaned_google_news_final.csv,139,NEUTRAL,5.6401349866064265e-06,0.05710842087864876,0.9301792979240417,0.01270661223679781
final_cleaned_google_news_final.csv,140,NEUTRAL,6.030394615663681e-06,0.024390852078795433,0.9610576629638672,0.014545455574989319
final_cleaned_google_news_final.csv,142,NEUTRAL,3.109727231276338e-06,0.02573930099606514,0.9706683158874512,0.0035892780870199203
final_cleaned_google_news_final.csv,143,NEUTRAL,1.4391874174179975e-05,0.048745397478342056,0.9211455583572388,0.03009471669793129
final_cleaned_google_news_final.csv,146,NEUTRAL,3.991072389908368e-06,0.025374889373779297,0.9693915843963623,0.005229467526078224
final_cleaned_google_news_final.csv,152,NEUTRAL,6.121875230746809e-06,0.059721026569604874,0.9243417978286743,0.01593102514743805
final_cleaned_google_news_final.csv,156,NEUTRAL,3.64187098966795e-06,0.029197916388511658,0.9653432369232178,0.005455185193568468
final_cleaned_google_news_final.csv,158,NEUTRAL,3.535378709784709e-06,0.020090622827410698,0.9738458395004272,0.006060038227587938
final_cleaned_google_news_final.csv,160,NEUTRAL,4.4447801883507054e-06,0.024807538837194443,0.9663691520690918,0.008818868547677994
final_cleaned_google_news_final.csv,162,NEUTRAL,7.6679716585204e-06,0.13910703361034393,0.8518190383911133,0.00906627718359232
final_cleaned_google_news_final.csv,163,NEUTRAL,1.4764384104637429e-05,0.0905013158917427,0.865363597869873,0.04412032663822174
final_cleaned_google_news_final.csv,164,NEUTRAL,8.281397640530486e-06,0.2947966456413269,0.6967218518257141,0.008473202586174011
final_cleaned_google_news_final.csv,106,NEUTRAL,4.732753495773068e-06,0.04004808887839317,0.9570063948631287,0.002940842881798744
final_cleaned_google_news_final.csv,109,NEUTRAL,7.430935511365533e-06,0.03778588026762009,0.9499242305755615,0.012282432056963444
final_cleaned_google_news_final.csv,111,NEUTRAL,9.019660865305923e-06,0.3049006164073944,0.6863698363304138,0.008720547892153263
final_cleaned_google_news_final.csv,119,NEUTRAL,7.989825462573208e-06,0.06377782672643661,0.9165681004524231,0.01964607462286949
final_cleaned_google_news_final.csv,120,NEUTRAL,6.5259114307991695e-06,0.24161478877067566,0.7535756826400757,0.004802928771823645
final_cleaned_google_news_final.csv,121,NEUTRAL,8.347694347321521e-06,0.3988468050956726,0.5949916839599609,0.0061532058753073215
final_cleaned_google_news_final.csv,123,NEUTRAL,7.714923413004726e-06,0.14038623869419098,0.8456214666366577,0.013984551653265953
final_cleaned_google_news_final.csv,125,NEUTRAL,1.7029295122483745e-05,0.1436869353055954,0.8177579045295715,0.038538090884685516
final_cleaned_google_news_final.csv,128,NEUTRAL,7.602539881190751e-06,0.11103668808937073,0.8771430253982544,0.01181262917816639
final_cleaned_google_news_final.csv,134,NEUTRAL,1.2208283806103282e-05,0.2614165246486664,0.7180636525154114,0.02050752006471157
final_cleaned_google_news_final.csv,135,NEUTRAL,7.367988473561127e-06,0.11650209128856659,0.8718622922897339,0.011628256179392338
final_cleaned_google_news_final.csv,138,NEUTRAL,8.05301169748418e-06,0.0813240110874176,0.9064600467681885,0.012207848019897938
final_cleaned_google_news_final.csv,144,NEUTRAL,7.266892225743504e-06,0.07123194634914398,0.9141159653663635,0.014644786715507507
final_cleaned_google_news_final.csv,147,NEUTRAL,4.952486506226705e-06,0.048975229263305664,0.94231778383255,0.008702079765498638
final_cleaned_google_news_final.csv,153,NEUTRAL,1.198121844936395e-05,0.21487826108932495,0.7641740441322327,0.020935693755745888
final_cleaned_google_news_final.csv,154,NEUTRAL,7.705786629230715e-06,0.22820287942886353,0.766932487487793,0.004856930114328861
final_cleaned_google_news_final.csv,157,NEUTRAL,5.957597295491723e-06,0.04224098473787308,0.9493473768234253,0.008405651897192001
final_cleaned_google_news_final.csv,165,NEUTRAL,7.431025551341008e-06,0.209886372089386,0.7850154638290405,0.005090760532766581
final_cleaned_google_news_final.csv,166,NEUTRAL,7.6252149483480025e-06,0.12679816782474518,0.8676706552505493,0.005523482337594032
final_cleaned_google_news_final.csv,167,NEUTRAL,5.24442111782264e-06,0.08778467774391174,0.9084482192993164,0.003761890111491084
final_cleaned_google_news_final.csv,170,NEUTRAL,4.500664545048494e-06,0.02975013479590416,0.9680836200714111,0.0021617566235363483
final_cleaned_google_news_final.csv,172,NEUTRAL,4.500664545048494e-06,0.02975013479590416,0.9680836200714111,0.0021617566235363483
final_cleaned_google_news_final.csv,173,NEUTRAL,1.9360202713869512e-05,0.4525369107723236,0.5246323347091675,0.022811362519860268
final_cleaned_google_news_final.csv,176,NEUTRAL,7.2931338763737585e-06,0.041130583733320236,0.9371078610420227,0.021754290908575058
final_cleaned_google_news_final.csv,177,NEUTRAL,3.383934745215811e-05,0.14038611948490143,0.7636979818344116,0.09588204324245453
final_cleaned_google_news_final.csv,178,NEUTRAL,5.800332473882008e-06,0.06350705772638321,0.9233699440956116,0.013117225840687752
final_cleaned_google_news_final.csv,179,NEUTRAL,5.080916253064061e-06,0.05031013861298561,0.9408518671989441,0.008832990191876888
final_cleaned_google_news_final.csv,181,NEUTRAL,8.30733188195154e-06,0.0967211052775383,0.88372802734375,0.01954253762960434
final_cleaned_google_news_final.csv,182,NEUTRAL,2.1046365873189643e-05,0.22450973093509674,0.7621824741363525,0.013286727480590343
final_cleaned_google_news_final.csv,183,NEUTRAL,1.0103560271090828e-05,0.22190745174884796,0.7720829844474792,0.005999501328915358
final_cleaned_google_news_final.csv,186,NEUTRAL,2.007685361604672e-05,0.19418923556804657,0.7818338871002197,0.023956773802638054
final_cleaned_google_news_final.csv,189,NEUTRAL,6.482135631813435e-06,0.04225428029894829,0.9501115679740906,0.007627752609550953
final_cleaned_google_news_final.csv,168,NEUTRAL,6.296171704889275e-06,0.03778541088104248,0.9482484459877014,0.013959753327071667
final_cleaned_google_news_final.csv,169,NEUTRAL,5.646449153573485e-06,0.09649099409580231,0.893616259098053,0.009887170977890491
final_cleaned_google_news_final.csv,171,NEUTRAL,5.646449153573485e-06,0.09649099409580231,0.893616259098053,0.009887170977890491
final_cleaned_google_news_final.csv,175,NEUTRAL,3.0679414066980826e-06,0.010873121209442616,0.9880574941635132,0.0010662790155038238
final_cleaned_google_news_final.csv,184,NEUTRAL,9.057243914867286e-06,0.14494207501411438,0.8380469679832458,0.017001861706376076
final_cleaned_google_news_final.csv,188,NEUTRAL,7.191846179921413e-06,0.048322174698114395,0.9299901723861694,0.02168045938014984
final_cleaned_google_news_final.csv,191,NEUTRAL,8.79672370501794e-06,0.15899686515331268,0.8362385034561157,0.004755828995257616
final_cleaned_google_news_final.csv,193,NEUTRAL,4.8596348278806545e-06,0.033824220299720764,0.9589554071426392,0.00721548218280077
final_cleaned_google_news_final.csv,200,NEUTRAL,9.30915030039614e-06,0.09194415807723999,0.9028372764587402,0.005209237337112427
final_cleaned_google_news_final.csv,202,NEUTRAL,2.0304125428083353e-05,0.06387080252170563,0.8773345351219177,0.05877438932657242
final_cleaned_google_news_final.csv,204,NEUTRAL,5.767767106590327e-06,0.14060825109481812,0.8546711802482605,0.004714755341410637
final_cleaned_google_news_final.csv,207,NEUTRAL,6.067710273782723e-06,0.14554089307785034,0.8496495485305786,0.0048034777864813805
final_cleaned_google_news_final.csv,213,NEUTRAL,4.926610017719213e-06,0.05452655255794525,0.9390907287597656,0.0063778492622077465
final_cleaned_google_news_final.csv,214,NEUTRAL,1.1197032108611893e-05,0.0231638103723526,0.9488983750343323,0.027926601469516754
final_cleaned_google_news_final.csv,216,NEUTRAL,1.0713294614106417e-05,0.10023900121450424,0.8813143372535706,0.018435992300510406
final_cleaned_google_news_final.csv,218,NEUTRAL,7.99830650066724e-06,0.104192815721035,0.885575532913208,0.010223660618066788
final_cleaned_google_news_final.csv,220,NEUTRAL,6.891918928886298e-06,0.24248264729976654,0.7542786598205566,0.003231769660487771
final_cleaned_google_news_final.csv,221,NEUTRAL,1.5236907529470045e-05,0.1229262501001358,0.8271844387054443,0.04987405240535736
final_cleaned_google_news_final.csv,223,NEUTRAL,5.079241418570746e-06,0.09067973494529724,0.903573751449585,0.005741484463214874
final_cleaned_google_news_final.csv,224,NEUTRAL,5.74404293729458e-06,0.0249564740806818,0.9611068367958069,0.01393089722841978
